x,y,color,condition
82,0.4,Bias 5,baseline
83,0.4,Bias 5,baseline
84,0.6,Bias 5,baseline
85,0.4,Bias 5,baseline
86,0.6,Bias 5,baseline
87,0.2,Bias 5,baseline
88,0.4,Bias 5,baseline
89,0.6,Bias 5,baseline
90,0.2,Bias 5,baseline
91,0.4,Bias 5,baseline
92,0.4,Bias 5,baseline
93,0.4,Bias 5,baseline
94,0.4,Bias 5,baseline
95,0.2,Bias 5,baseline
96,0.2,Bias 5,baseline
97,0,Bias 5,baseline
98,0.2,Bias 5,baseline
99,0.2,Bias 5,baseline
100,0.2,Bias 5,baseline
101,0.2,Bias 5,baseline
102,0.4,Bias 5,baseline
103,0.2,Bias 5,baseline
104,0.2,Bias 5,baseline
105,0.2,Bias 5,baseline
106,0.4,Bias 5,baseline
107,0.4,Bias 5,baseline
108,0.6,Bias 5,baseline
109,0,Bias 5,baseline
110,0.8,Bias 5,baseline
111,0.2,Bias 5,baseline
112,0.4,Bias 5,baseline
113,0.8,Bias 5,baseline
114,0.4,Bias 5,baseline
115,0.4,Bias 5,baseline
116,0.2,Bias 5,baseline
117,0.4,Bias 5,baseline
118,0.6,Bias 5,baseline
119,0.4,Bias 5,baseline
120,0.6,Bias 5,baseline
121,0.6,Bias 5,baseline
122,0.6,Bias 5,baseline
123,0.2,Bias 5,baseline
124,0.6,Bias 5,baseline
125,0.6,Bias 5,baseline
126,0.4,Bias 5,baseline
127,0.6,Bias 5,baseline
128,0,Bias 5,baseline
129,0.6,Bias 5,baseline
130,0.2,Bias 5,baseline
131,0.6,Bias 5,baseline
132,0.6,Bias 5,baseline
133,0.4,Bias 5,baseline
134,0.6,Bias 5,baseline
135,0.4,Bias 5,baseline
136,0.4,Bias 5,baseline
137,0.8,Bias 5,baseline
138,0.6,Bias 5,baseline
139,0.4,Bias 5,baseline
140,0.6,Bias 5,baseline
141,0.2,Bias 5,baseline
142,0.8,Bias 5,baseline
143,0.2,Bias 5,baseline
144,0.6,Bias 5,baseline
145,0.2,Bias 5,baseline
146,0.2,Bias 5,baseline
147,0.2,Bias 5,baseline
148,0.2,Bias 5,baseline
149,0.4,Bias 5,baseline
150,0.6,Bias 5,baseline
151,0,Bias 5,baseline
152,0.4,Bias 5,baseline
153,0.4,Bias 5,baseline
154,0.6,Bias 5,baseline
155,0.4,Bias 5,baseline
156,0.4,Bias 5,baseline
157,0.6,Bias 5,baseline
158,0.8,Bias 5,baseline
159,0.2,Bias 5,baseline
160,0.4,Bias 5,baseline
161,0.2,Bias 5,baseline
162,0.4,Bias 5,baseline
163,0,Bias 5,baseline
164,0.6,Bias 5,baseline
165,0.6,Bias 5,baseline
166,0.4,Bias 5,baseline
167,0.6,Bias 5,baseline
168,0.2,Bias 5,baseline
169,0.4,Bias 5,baseline
170,0.6,Bias 5,baseline
171,0.6,Bias 5,baseline
172,0.4,Bias 5,baseline
173,0,Bias 5,baseline
174,0.6,Bias 5,baseline
175,0.2,Bias 5,baseline
176,0.6,Bias 5,baseline
177,0.2,Bias 5,baseline
178,0.2,Bias 5,baseline
179,0.4,Bias 5,baseline
180,0.6,Bias 5,baseline
181,0.4,Bias 5,baseline
182,0.2,Bias 5,baseline
183,0.2,Bias 5,baseline
184,0.4,Bias 5,baseline
185,0.2,Bias 5,baseline
186,0.4,Bias 5,baseline
187,0.2,Bias 5,baseline
188,0.4,Bias 5,baseline
189,0.4,Bias 5,baseline
190,0.4,Bias 5,baseline
191,0.6,Bias 5,baseline
192,0.4,Bias 5,baseline
193,0,Bias 5,baseline
194,0.4,Bias 5,baseline
195,0.4,Bias 5,baseline
196,0.8,Bias 5,baseline
197,0.8,Bias 5,baseline
198,0.2,Bias 5,baseline
199,0.4,Bias 5,baseline
200,0.4,Bias 5,baseline
201,0.2,Bias 5,baseline
202,0.2,Bias 5,baseline
203,0.4,Bias 5,baseline
204,0.4,Bias 5,baseline
205,0.4,Bias 5,baseline
206,0.2,Bias 5,baseline
207,0.6,Bias 5,baseline
208,0.2,Bias 5,baseline
209,0.2,Bias 5,baseline
210,0.6,Bias 5,baseline
211,0.2,Bias 5,baseline
212,0,Bias 5,baseline
213,0.6,Bias 5,baseline
214,0.8,Bias 5,baseline
215,0.4,Bias 5,baseline
216,0.2,Bias 5,baseline
217,0.4,Bias 5,baseline
218,0.2,Bias 5,baseline
219,0.4,Bias 5,baseline
220,0.4,Bias 5,baseline
221,0.2,Bias 5,baseline
222,0.2,Bias 5,baseline
223,0.6,Bias 5,baseline
224,0.6,Bias 5,baseline
225,0.4,Bias 5,baseline
226,0.4,Bias 5,baseline
227,0.4,Bias 5,baseline
228,0.6,Bias 5,baseline
229,0.4,Bias 5,baseline
230,0.2,Bias 5,baseline
231,0.4,Bias 5,baseline
232,0.4,Bias 5,baseline
233,0.2,Bias 5,baseline
234,0.4,Bias 5,baseline
235,0.2,Bias 5,baseline
236,0.6,Bias 5,baseline
237,0.4,Bias 5,baseline
238,0.2,Bias 5,baseline
239,0.6,Bias 5,baseline
240,0.2,Bias 5,baseline
241,0.4,Bias 5,baseline
242,0.2,Bias 5,baseline
243,0.2,Bias 5,baseline
244,0.2,Bias 5,baseline
245,0.6,Bias 5,baseline
246,0.6,Bias 5,baseline
247,0.6,Bias 5,baseline
248,0.6,Bias 5,baseline
249,0.4,Bias 5,baseline
250,0.2,Bias 5,baseline
251,0.4,Bias 5,baseline
252,0.6,Bias 5,baseline
253,0.4,Bias 5,baseline
254,0.6,Bias 5,baseline
255,0.4,Bias 5,baseline
256,0.4,Bias 5,baseline
257,0.4,Bias 5,baseline
258,0.4,Bias 5,baseline
259,0.4,Bias 5,baseline
260,0.2,Bias 5,baseline
261,0.4,Bias 5,baseline
262,0.4,Bias 5,baseline
263,0.2,Bias 5,baseline
264,0.4,Bias 5,baseline
265,0.2,Bias 5,baseline
266,0.4,Bias 5,baseline
267,0,Bias 5,baseline
268,0.2,Bias 5,baseline
269,0.6,Bias 5,baseline
270,0.4,Bias 5,baseline
271,0.2,Bias 5,baseline
272,0.4,Bias 5,baseline
273,0.4,Bias 5,baseline
274,0.6,Bias 5,baseline
275,0.4,Bias 5,baseline
276,0.4,Bias 5,baseline
277,0.4,Bias 5,baseline
278,0,Bias 5,baseline
279,0.4,Bias 5,baseline
280,0.2,Bias 5,baseline
281,0,Bias 5,baseline
282,0.4,Bias 5,baseline
283,0,Bias 5,baseline
284,0.2,Bias 5,baseline
285,0.6,Bias 5,baseline
286,0.6,Bias 5,baseline
287,0.2,Bias 5,baseline
288,0.2,Bias 5,baseline
289,0.4,Bias 5,baseline
290,0.4,Bias 5,baseline
291,0.6,Bias 5,baseline
292,0.4,Bias 5,baseline
293,0.4,Bias 5,baseline
294,0.4,Bias 5,baseline
295,0.6,Bias 5,baseline
296,0.2,Bias 5,baseline
297,0.2,Bias 5,baseline
298,0.6,Bias 5,baseline
299,0.2,Bias 5,baseline
300,0.4,Bias 5,baseline
301,0.6,Bias 5,baseline
302,0.6,Bias 5,baseline
303,0.4,Bias 5,baseline
304,0.4,Bias 5,baseline
305,0.6,Bias 5,baseline
306,0.4,Bias 5,baseline
307,0.4,Bias 5,baseline
308,0.8,Bias 5,baseline
309,0.2,Bias 5,baseline
310,0.6,Bias 5,baseline
311,0.4,Bias 5,baseline
312,0.8,Bias 5,baseline
313,0.4,Bias 5,baseline
314,0.6,Bias 5,baseline
315,0.6,Bias 5,baseline
316,0.2,Bias 5,baseline
317,0.2,Bias 5,baseline
318,0,Bias 5,baseline
319,0.4,Bias 5,baseline
320,0.8,Bias 5,baseline
321,0.6,Bias 5,baseline
322,0.4,Bias 5,baseline
323,0.8,Bias 5,baseline
324,0.2,Bias 5,baseline
325,0.4,Bias 5,baseline
326,0,Bias 5,baseline
327,0.4,Bias 5,baseline
328,0.6,Bias 5,baseline
329,0.6,Bias 5,baseline
330,0.4,Bias 5,baseline
331,0.4,Bias 5,baseline
332,0.6,Bias 5,baseline
333,0.2,Bias 5,baseline
334,0.6,Bias 5,baseline
335,0.2,Bias 5,baseline
336,0.2,Bias 5,baseline
337,0.6,Bias 5,baseline
338,0.2,Bias 5,baseline
339,0,Bias 5,baseline
340,0.6,Bias 5,baseline
341,0.4,Bias 5,baseline
342,0.4,Bias 5,baseline
343,0.6,Bias 5,baseline
344,0.2,Bias 5,baseline
345,0.2,Bias 5,baseline
346,0.4,Bias 5,baseline
347,0.2,Bias 5,baseline
348,0.4,Bias 5,baseline
349,0.2,Bias 5,baseline
350,0.4,Bias 5,baseline
351,0.4,Bias 5,baseline
352,0.4,Bias 5,baseline
353,0.6,Bias 5,baseline
354,0.4,Bias 5,baseline
355,0.4,Bias 5,baseline
356,0.2,Bias 5,baseline
357,0.6,Bias 5,baseline
358,0.4,Bias 5,baseline
359,0.2,Bias 5,baseline
360,0.4,Bias 5,baseline
361,0.4,Bias 5,baseline
362,0.6,Bias 5,baseline
363,0.2,Bias 5,baseline
364,0.6,Bias 5,baseline
365,0.2,Bias 5,baseline
366,0.6,Bias 5,baseline
367,0.2,Bias 5,baseline
368,0.2,Bias 5,baseline
369,0.4,Bias 5,baseline
370,0.4,Bias 5,baseline
371,0.8,Bias 5,baseline
372,0.4,Bias 5,baseline
373,0.4,Bias 5,baseline
374,0.4,Bias 5,baseline
375,0.4,Bias 5,baseline
376,0.6,Bias 5,baseline
377,0.2,Bias 5,baseline
378,0.4,Bias 5,baseline
379,0.4,Bias 5,baseline
380,0.2,Bias 5,baseline
381,0.2,Bias 5,baseline
382,0,Bias 5,baseline
383,0,Bias 5,baseline
384,0.6,Bias 5,baseline
385,0.2,Bias 5,baseline
386,0.4,Bias 5,baseline
387,0.2,Bias 5,baseline
388,0.8,Bias 5,baseline
389,0.6,Bias 5,baseline
390,0.2,Bias 5,baseline
391,0.6,Bias 5,baseline
392,0.6,Bias 5,baseline
393,0.4,Bias 5,baseline
394,0.2,Bias 5,baseline
395,0.2,Bias 5,baseline
396,0.4,Bias 5,baseline
397,0.6,Bias 5,baseline
398,0.4,Bias 5,baseline
399,0.6,Bias 5,baseline
400,0.2,Bias 5,baseline
0,1.2,Bias 4,baseline
1,1.4000000000000001,Bias 4,baseline
2,0.6,Bias 4,baseline
3,1.4000000000000001,Bias 4,baseline
4,1,Bias 4,baseline
5,0.6,Bias 4,baseline
6,1.4000000000000001,Bias 4,baseline
7,0.8,Bias 4,baseline
8,0.8,Bias 4,baseline
9,0.6,Bias 4,baseline
10,1.2,Bias 4,baseline
11,1,Bias 4,baseline
12,1,Bias 4,baseline
13,0.6,Bias 4,baseline
14,0.6,Bias 4,baseline
15,1.2,Bias 4,baseline
16,0.6,Bias 4,baseline
17,1.2,Bias 4,baseline
18,1,Bias 4,baseline
19,0.8,Bias 4,baseline
20,1.4000000000000001,Bias 4,baseline
21,1.6,Bias 4,baseline
22,1.2,Bias 4,baseline
23,1.2,Bias 4,baseline
24,1,Bias 4,baseline
25,0.8,Bias 4,baseline
26,0.4,Bias 4,baseline
27,1.6,Bias 4,baseline
28,0.6,Bias 4,baseline
29,1,Bias 4,baseline
30,0.6,Bias 4,baseline
31,1.2,Bias 4,baseline
32,0.8,Bias 4,baseline
33,0.8,Bias 4,baseline
34,1,Bias 4,baseline
35,0.8,Bias 4,baseline
36,1.2,Bias 4,baseline
37,1,Bias 4,baseline
38,0.2,Bias 4,baseline
39,0.6,Bias 4,baseline
40,0.6,Bias 4,baseline
41,0.8,Bias 4,baseline
42,0.8,Bias 4,baseline
43,0.8,Bias 4,baseline
44,1,Bias 4,baseline
45,1,Bias 4,baseline
46,1.2,Bias 4,baseline
47,0.4,Bias 4,baseline
48,1,Bias 4,baseline
49,0.8,Bias 4,baseline
50,0.8,Bias 4,baseline
51,1.2,Bias 4,baseline
52,0.8,Bias 4,baseline
53,0.8,Bias 4,baseline
54,0.8,Bias 4,baseline
55,1,Bias 4,baseline
56,0.8,Bias 4,baseline
57,0.8,Bias 4,baseline
58,1,Bias 4,baseline
59,1.2,Bias 4,baseline
60,0.8,Bias 4,baseline
61,1.2,Bias 4,baseline
62,1,Bias 4,baseline
63,1,Bias 4,baseline
64,1,Bias 4,baseline
65,1,Bias 4,baseline
66,1.4000000000000001,Bias 4,baseline
67,0.8,Bias 4,baseline
68,0.8,Bias 4,baseline
69,0.8,Bias 4,baseline
70,0.8,Bias 4,baseline
71,1,Bias 4,baseline
72,1.4000000000000001,Bias 4,baseline
73,2,Bias 4,baseline
74,0.4,Bias 4,baseline
75,1.2,Bias 4,baseline
76,1.2,Bias 4,baseline
77,0.6,Bias 4,baseline
78,1,Bias 4,baseline
79,1.2,Bias 4,baseline
80,0.6,Bias 4,baseline
81,0.6,Bias 4,baseline
82,0.6,Bias 4,baseline
83,1.7999999999999998,Bias 4,baseline
84,0.4,Bias 4,baseline
85,1,Bias 4,baseline
86,0.4,Bias 4,baseline
87,0.6,Bias 4,baseline
88,1.2,Bias 4,baseline
89,0.8,Bias 4,baseline
90,1.2,Bias 4,baseline
91,1.7999999999999998,Bias 4,baseline
92,0.4,Bias 4,baseline
93,0.6,Bias 4,baseline
94,1.4000000000000001,Bias 4,baseline
95,1.2,Bias 4,baseline
96,1,Bias 4,baseline
97,1.4000000000000001,Bias 4,baseline
98,0.8,Bias 4,baseline
99,1.2,Bias 4,baseline
100,0.4,Bias 4,baseline
101,1,Bias 4,baseline
102,1,Bias 4,baseline
103,1,Bias 4,baseline
104,1,Bias 4,baseline
105,1,Bias 4,baseline
106,0.8,Bias 4,baseline
107,0.8,Bias 4,baseline
108,0.8,Bias 4,baseline
109,0.8,Bias 4,baseline
110,1.4000000000000001,Bias 4,baseline
111,0.4,Bias 4,baseline
112,0.8,Bias 4,baseline
113,0.8,Bias 4,baseline
114,1,Bias 4,baseline
115,1,Bias 4,baseline
116,1,Bias 4,baseline
117,0.8,Bias 4,baseline
118,0.4,Bias 4,baseline
119,1,Bias 4,baseline
120,1.2,Bias 4,baseline
121,1.4000000000000001,Bias 4,baseline
122,0.8,Bias 4,baseline
123,0.6,Bias 4,baseline
124,1,Bias 4,baseline
125,1.4000000000000001,Bias 4,baseline
126,0.8,Bias 4,baseline
127,0.4,Bias 4,baseline
128,1.4000000000000001,Bias 4,baseline
129,1.2,Bias 4,baseline
130,0.6,Bias 4,baseline
131,1,Bias 4,baseline
132,0.6,Bias 4,baseline
133,0.6,Bias 4,baseline
134,1.2,Bias 4,baseline
135,0.4,Bias 4,baseline
136,0.6,Bias 4,baseline
137,0.6,Bias 4,baseline
138,1,Bias 4,baseline
139,1,Bias 4,baseline
140,0.8,Bias 4,baseline
141,1.2,Bias 4,baseline
142,1,Bias 4,baseline
143,0.6,Bias 4,baseline
144,0.8,Bias 4,baseline
145,1.6,Bias 4,baseline
146,1.4000000000000001,Bias 4,baseline
147,1.4000000000000001,Bias 4,baseline
148,1.2,Bias 4,baseline
149,0.4,Bias 4,baseline
150,1,Bias 4,baseline
151,1,Bias 4,baseline
152,1,Bias 4,baseline
153,1.6,Bias 4,baseline
154,1.2,Bias 4,baseline
155,0.6,Bias 4,baseline
156,0.6,Bias 4,baseline
157,0.8,Bias 4,baseline
158,1.2,Bias 4,baseline
159,1,Bias 4,baseline
160,1,Bias 4,baseline
161,0.8,Bias 4,baseline
162,1.6,Bias 4,baseline
163,1,Bias 4,baseline
164,1.4000000000000001,Bias 4,baseline
165,0.6,Bias 4,baseline
166,1.2,Bias 4,baseline
167,1,Bias 4,baseline
168,1,Bias 4,baseline
169,0.8,Bias 4,baseline
170,0.6,Bias 4,baseline
171,0.8,Bias 4,baseline
172,1,Bias 4,baseline
173,0.6,Bias 4,baseline
174,1,Bias 4,baseline
175,1.2,Bias 4,baseline
176,1.2,Bias 4,baseline
177,1.4000000000000001,Bias 4,baseline
178,0.8,Bias 4,baseline
179,1,Bias 4,baseline
180,1.6,Bias 4,baseline
181,0.8,Bias 4,baseline
182,1.4000000000000001,Bias 4,baseline
183,0.8,Bias 4,baseline
184,1,Bias 4,baseline
185,0.8,Bias 4,baseline
186,1.4000000000000001,Bias 4,baseline
187,0.8,Bias 4,baseline
188,1.4000000000000001,Bias 4,baseline
189,0.8,Bias 4,baseline
190,1.4000000000000001,Bias 4,baseline
191,0.8,Bias 4,baseline
192,0.8,Bias 4,baseline
193,1.2,Bias 4,baseline
194,1,Bias 4,baseline
195,1,Bias 4,baseline
196,1.6,Bias 4,baseline
197,0.8,Bias 4,baseline
198,1.4000000000000001,Bias 4,baseline
199,1.2,Bias 4,baseline
200,0.8,Bias 4,baseline
201,0.8,Bias 4,baseline
202,1.2,Bias 4,baseline
203,1.2,Bias 4,baseline
204,0.6,Bias 4,baseline
205,0.4,Bias 4,baseline
206,1,Bias 4,baseline
207,1.2,Bias 4,baseline
208,0.4,Bias 4,baseline
209,0.2,Bias 4,baseline
210,0.8,Bias 4,baseline
211,1,Bias 4,baseline
212,0.2,Bias 4,baseline
213,0.6,Bias 4,baseline
214,0.6,Bias 4,baseline
215,1.2,Bias 4,baseline
216,0.8,Bias 4,baseline
217,1,Bias 4,baseline
218,1,Bias 4,baseline
219,1.6,Bias 4,baseline
220,0.8,Bias 4,baseline
221,0.8,Bias 4,baseline
222,1,Bias 4,baseline
223,1.4000000000000001,Bias 4,baseline
224,0.2,Bias 4,baseline
225,1.4000000000000001,Bias 4,baseline
226,1,Bias 4,baseline
227,1.2,Bias 4,baseline
228,1,Bias 4,baseline
229,0.6,Bias 4,baseline
230,0.8,Bias 4,baseline
231,1,Bias 4,baseline
232,0.8,Bias 4,baseline
233,1.2,Bias 4,baseline
234,1.4000000000000001,Bias 4,baseline
235,1,Bias 4,baseline
236,1.2,Bias 4,baseline
237,0.6,Bias 4,baseline
238,1,Bias 4,baseline
239,0.8,Bias 4,baseline
240,1,Bias 4,baseline
241,1.2,Bias 4,baseline
242,1,Bias 4,baseline
243,0.8,Bias 4,baseline
244,0.8,Bias 4,baseline
245,1.2,Bias 4,baseline
246,0.6,Bias 4,baseline
247,1,Bias 4,baseline
248,0.6,Bias 4,baseline
249,0.6,Bias 4,baseline
250,0.6,Bias 4,baseline
251,1,Bias 4,baseline
252,0.8,Bias 4,baseline
253,1,Bias 4,baseline
254,1,Bias 4,baseline
255,1,Bias 4,baseline
256,0.4,Bias 4,baseline
257,1,Bias 4,baseline
258,1,Bias 4,baseline
259,0.6,Bias 4,baseline
260,0.8,Bias 4,baseline
261,0.8,Bias 4,baseline
262,0.8,Bias 4,baseline
263,0.6,Bias 4,baseline
264,1.6,Bias 4,baseline
265,1.4000000000000001,Bias 4,baseline
266,0.8,Bias 4,baseline
267,0.6,Bias 4,baseline
268,1,Bias 4,baseline
269,1.2,Bias 4,baseline
270,1,Bias 4,baseline
271,0.8,Bias 4,baseline
272,1.6,Bias 4,baseline
273,1,Bias 4,baseline
274,0.4,Bias 4,baseline
275,0.8,Bias 4,baseline
276,0.8,Bias 4,baseline
277,0.4,Bias 4,baseline
278,0.6,Bias 4,baseline
279,1,Bias 4,baseline
280,0.8,Bias 4,baseline
281,0.6,Bias 4,baseline
282,0.6,Bias 4,baseline
283,1.2,Bias 4,baseline
284,1.6,Bias 4,baseline
285,1.2,Bias 4,baseline
286,0.8,Bias 4,baseline
287,1.2,Bias 4,baseline
288,1.4000000000000001,Bias 4,baseline
289,1.4000000000000001,Bias 4,baseline
290,0.6,Bias 4,baseline
291,1,Bias 4,baseline
292,0.6,Bias 4,baseline
293,0.8,Bias 4,baseline
294,0.6,Bias 4,baseline
295,0.8,Bias 4,baseline
296,0.4,Bias 4,baseline
297,0.8,Bias 4,baseline
298,1.2,Bias 4,baseline
299,1,Bias 4,baseline
300,1.2,Bias 4,baseline
301,0.8,Bias 4,baseline
302,1.2,Bias 4,baseline
303,0.8,Bias 4,baseline
304,1,Bias 4,baseline
305,0.8,Bias 4,baseline
306,0.8,Bias 4,baseline
307,0.8,Bias 4,baseline
308,1.4000000000000001,Bias 4,baseline
309,0.6,Bias 4,baseline
310,1.6,Bias 4,baseline
311,0.8,Bias 4,baseline
312,1,Bias 4,baseline
313,1.2,Bias 4,baseline
314,0.8,Bias 4,baseline
315,0.6,Bias 4,baseline
316,1.4000000000000001,Bias 4,baseline
317,0.8,Bias 4,baseline
318,1.2,Bias 4,baseline
319,0.4,Bias 4,baseline
320,0.6,Bias 4,baseline
321,1,Bias 4,baseline
322,0.6,Bias 4,baseline
323,0.6,Bias 4,baseline
324,1,Bias 4,baseline
325,0.8,Bias 4,baseline
326,1.2,Bias 4,baseline
327,1.2,Bias 4,baseline
328,1.2,Bias 4,baseline
329,1,Bias 4,baseline
330,1,Bias 4,baseline
331,0.4,Bias 4,baseline
332,1,Bias 4,baseline
333,0.8,Bias 4,baseline
334,1,Bias 4,baseline
335,0.8,Bias 4,baseline
336,0.6,Bias 4,baseline
337,1.4000000000000001,Bias 4,baseline
338,1,Bias 4,baseline
339,1,Bias 4,baseline
340,1.2,Bias 4,baseline
341,1.2,Bias 4,baseline
342,1,Bias 4,baseline
343,0.6,Bias 4,baseline
344,0.8,Bias 4,baseline
345,0.6,Bias 4,baseline
346,1,Bias 4,baseline
347,0.4,Bias 4,baseline
348,1.2,Bias 4,baseline
349,1,Bias 4,baseline
350,1.4000000000000001,Bias 4,baseline
351,1.2,Bias 4,baseline
352,1,Bias 4,baseline
353,0.8,Bias 4,baseline
354,0.8,Bias 4,baseline
355,1.2,Bias 4,baseline
356,1.6,Bias 4,baseline
357,0.6,Bias 4,baseline
358,1,Bias 4,baseline
359,0.6,Bias 4,baseline
360,0.8,Bias 4,baseline
361,0.8,Bias 4,baseline
362,0.8,Bias 4,baseline
363,0.8,Bias 4,baseline
364,1.2,Bias 4,baseline
365,1.4000000000000001,Bias 4,baseline
366,1,Bias 4,baseline
367,1.4000000000000001,Bias 4,baseline
368,0.6,Bias 4,baseline
369,0.4,Bias 4,baseline
370,1,Bias 4,baseline
371,0.8,Bias 4,baseline
372,1.2,Bias 4,baseline
373,1,Bias 4,baseline
374,1,Bias 4,baseline
375,1.2,Bias 4,baseline
376,0.8,Bias 4,baseline
377,1.2,Bias 4,baseline
378,1,Bias 4,baseline
379,0.8,Bias 4,baseline
380,0.6,Bias 4,baseline
381,0.8,Bias 4,baseline
382,0.2,Bias 4,baseline
383,1.6,Bias 4,baseline
384,1.4000000000000001,Bias 4,baseline
385,0.8,Bias 4,baseline
386,0.4,Bias 4,baseline
387,1,Bias 4,baseline
388,0.4,Bias 4,baseline
389,1.7999999999999998,Bias 4,baseline
390,1,Bias 4,baseline
391,1.2,Bias 4,baseline
392,1,Bias 4,baseline
393,0.2,Bias 4,baseline
394,0.6,Bias 4,baseline
395,1.2,Bias 4,baseline
396,0.2,Bias 4,baseline
397,1.2,Bias 4,baseline
398,1,Bias 4,baseline
399,1.2,Bias 4,baseline
400,1.2,Bias 4,baseline
0,0.2,Bias 3,baseline
1,0.2,Bias 3,baseline
2,0.2,Bias 3,baseline
3,0,Bias 3,baseline
4,0.2,Bias 3,baseline
5,0.2,Bias 3,baseline
6,0.2,Bias 3,baseline
7,0,Bias 3,baseline
8,0.2,Bias 3,baseline
9,0,Bias 3,baseline
10,0.2,Bias 3,baseline
11,0.2,Bias 3,baseline
12,0,Bias 3,baseline
13,0,Bias 3,baseline
14,0.2,Bias 3,baseline
15,0.2,Bias 3,baseline
16,0,Bias 3,baseline
17,0.2,Bias 3,baseline
18,0.2,Bias 3,baseline
19,0,Bias 3,baseline
20,0.2,Bias 3,baseline
21,0.2,Bias 3,baseline
22,0.2,Bias 3,baseline
23,0,Bias 3,baseline
24,0.2,Bias 3,baseline
25,0,Bias 3,baseline
26,0.2,Bias 3,baseline
27,0,Bias 3,baseline
28,0,Bias 3,baseline
29,0,Bias 3,baseline
30,0.2,Bias 3,baseline
31,0.2,Bias 3,baseline
32,0.2,Bias 3,baseline
33,0,Bias 3,baseline
34,0.2,Bias 3,baseline
35,0,Bias 3,baseline
36,0.2,Bias 3,baseline
37,0.2,Bias 3,baseline
38,0,Bias 3,baseline
39,0.2,Bias 3,baseline
40,0,Bias 3,baseline
41,0,Bias 3,baseline
42,0.2,Bias 3,baseline
43,0,Bias 3,baseline
44,0.2,Bias 3,baseline
45,0.2,Bias 3,baseline
46,0,Bias 3,baseline
47,0.2,Bias 3,baseline
48,0,Bias 3,baseline
49,0.2,Bias 3,baseline
50,0,Bias 3,baseline
51,0,Bias 3,baseline
52,0.2,Bias 3,baseline
53,0.2,Bias 3,baseline
54,0.2,Bias 3,baseline
55,0,Bias 3,baseline
56,0.2,Bias 3,baseline
57,0.2,Bias 3,baseline
58,0,Bias 3,baseline
59,0,Bias 3,baseline
60,0,Bias 3,baseline
61,0,Bias 3,baseline
62,0.2,Bias 3,baseline
63,0,Bias 3,baseline
64,0.2,Bias 3,baseline
65,0,Bias 3,baseline
66,0.2,Bias 3,baseline
67,0.2,Bias 3,baseline
68,0.2,Bias 3,baseline
69,0.2,Bias 3,baseline
70,0.2,Bias 3,baseline
71,0.2,Bias 3,baseline
72,0,Bias 3,baseline
73,0,Bias 3,baseline
74,0,Bias 3,baseline
75,0,Bias 3,baseline
76,0,Bias 3,baseline
77,0.2,Bias 3,baseline
78,0,Bias 3,baseline
79,0,Bias 3,baseline
80,0,Bias 3,baseline
81,0,Bias 3,baseline
82,0,Bias 3,baseline
83,0,Bias 3,baseline
84,0,Bias 3,baseline
85,0.2,Bias 3,baseline
86,0.2,Bias 3,baseline
87,0.2,Bias 3,baseline
88,0.2,Bias 3,baseline
89,0,Bias 3,baseline
90,0.2,Bias 3,baseline
91,0,Bias 3,baseline
92,0.2,Bias 3,baseline
93,0.2,Bias 3,baseline
94,0,Bias 3,baseline
95,0.2,Bias 3,baseline
96,0,Bias 3,baseline
97,0,Bias 3,baseline
98,0.2,Bias 3,baseline
99,0,Bias 3,baseline
100,0,Bias 3,baseline
101,0.2,Bias 3,baseline
102,0,Bias 3,baseline
103,0.2,Bias 3,baseline
104,0.2,Bias 3,baseline
105,0.2,Bias 3,baseline
106,0.2,Bias 3,baseline
107,0.2,Bias 3,baseline
108,0.2,Bias 3,baseline
109,0,Bias 3,baseline
110,0.2,Bias 3,baseline
111,0,Bias 3,baseline
112,0.2,Bias 3,baseline
113,0.2,Bias 3,baseline
114,0.2,Bias 3,baseline
115,0.2,Bias 3,baseline
116,0.2,Bias 3,baseline
117,0.2,Bias 3,baseline
118,0.2,Bias 3,baseline
119,0,Bias 3,baseline
120,0.2,Bias 3,baseline
121,0.2,Bias 3,baseline
122,0.2,Bias 3,baseline
123,0.2,Bias 3,baseline
124,0,Bias 3,baseline
125,0,Bias 3,baseline
126,0.2,Bias 3,baseline
127,0,Bias 3,baseline
128,0.2,Bias 3,baseline
129,0.2,Bias 3,baseline
130,0.2,Bias 3,baseline
131,0.2,Bias 3,baseline
132,0.2,Bias 3,baseline
133,0,Bias 3,baseline
134,0.2,Bias 3,baseline
135,0.2,Bias 3,baseline
136,0.2,Bias 3,baseline
137,0.2,Bias 3,baseline
138,0,Bias 3,baseline
139,0.2,Bias 3,baseline
140,0.2,Bias 3,baseline
141,0.2,Bias 3,baseline
142,0.2,Bias 3,baseline
143,0.2,Bias 3,baseline
144,0.2,Bias 3,baseline
145,0.2,Bias 3,baseline
146,0.2,Bias 3,baseline
147,0.2,Bias 3,baseline
148,0,Bias 3,baseline
149,0.2,Bias 3,baseline
150,0,Bias 3,baseline
151,0.2,Bias 3,baseline
152,0.2,Bias 3,baseline
153,0,Bias 3,baseline
154,0.2,Bias 3,baseline
155,0,Bias 3,baseline
156,0,Bias 3,baseline
157,0,Bias 3,baseline
158,0,Bias 3,baseline
159,0.2,Bias 3,baseline
160,0,Bias 3,baseline
161,0,Bias 3,baseline
162,0,Bias 3,baseline
163,0,Bias 3,baseline
164,0,Bias 3,baseline
165,0.2,Bias 3,baseline
